;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;Ano;Mês;Dt.Lanç;Emissão;Venc;Tipo;Contrato;Parcela;Descrição;Doc;C Nr / Pedido;Conta;Op/Proj;Classificação;Categoria;Prestador;Descrição2;Estab;CNPJ;Cod Datasul;Situação;Status; Valor R$ 
;2025;ago;01/08/25;01/08/25;17/08/25;CONTRATO;HPFS - LOCAÇÃO DESKTOP;P 08/12;Locação Desktops;10825;715;4210411;O;LEASING EQUIPAMENTOS;Locação;HP FIN SERV ARREND MERC;;I7 NÚCLEO;97.406.706/0001-90;1639;ATIVO;LANÇADO; 25.555,50 
;2025;ago;01/08/25;01/08/25;15/08/25;CONTRATO;CARLOS DIAS (MGC);Demanda;Consultoria de Servidores;1641;980;4210317;O;SUPORTE  INFRA;Consultoria;CARLOS DIAS OLIVEIRA DOMINGUES;;I7 NÚCLEO;11.083.929/0001-48;499;ATIVO;LANÇADO; 10.440,00 
;2025;ago;01/08/25;01/08/25;15/08/25;CONTRATO;ATHOS;P 05/12;Assessoria IA - SAP;20;1704;4210317;P;INOVACAO;Consultoria;ATHOS SMART SOLUTIONS;Consultoria;I7 NÚCLEO;57.146.333/0001-40;763786;ATIVO;LANÇADO; 38.350,00 
;2025;ago;01/08/25;01/08/25;15/08/25;CONTRATO;CONSULTI - AMELIA;P 02/14;Licença de uso;6;1698;4210317;O;GOVERNANCA;Consultoria;CONSULTI & SOLUCOES LTDA;Desenvolvimento  e  manutenção  de  sistemas através  de  profissionais  especializados  cedidos  pela CONTRATADA  na consultoria,  Treinamento, Análise, Desenvolvimento e Gerenciamento nos sistemas, Totvs 12 Linha Datasul, HCM, Progress;I7 NÚCLEO;59.055.937/0001-07;1256;ATIVO;LANÇADO; 12.800,00 
;2025;ago;04/08/25;04/08/25;15/08/25;CONTRATO;TACHYONIX;P 08/12;Pagto em 02 parcelas: 15/08 e 15/09;5;1744;4210317;P;SAPHE DESENVOLVIMENTO;Consultoria;TACHYONIX BRASIL LTDA;0;EQUIPLEX;56.984.003/0001-61;764057;ATIVO;LANÇADO; 238.960,00 
;2025;ago;04/08/25;04/08/25;11/08/25;CONTRATO;PGT SOLUCOES;P 08/12;SOFICOM-2025 - P08/12;4333;1448;9010103;P;SAPHE IMPLANTACAO;Consultoria SAP;PGT SOLUCOES COM E SERV MATERIAIS DE INFORMATICA LTDA;Consultoria;I7 NÚCLEO;08.296.255/0001-55;14342;ATIVO;LANÇADO; 11.219,67 
;2025;ago;04/08/25;04/08/25;25/08/25;CONTRATO;BENNER - APC;P 08/12;Sup Tec, Inst Config Manut Programas;4447;1479;4210302;O;SUPORTE  LEGADOS;Consultoria;BENNER-ASSOCIAÇÃO PARANAENSE DE CULTURA;;EQUIPLEX;76.659.820/0046-53;15063;ATIVO;LANÇADO; 652,20 
;2025;ago;04/08/25;04/08/25;19/08/25;CONTRATO;C&C COMPUTER CLOUD;P 08/12;Computação na Nuvem;7265;897;4210318;O;AMBINETE SISTEMAS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 58.966,08 
;2025;ago;04/08/25;04/08/25;25/08/25;CONTRATO;VALIDEINFO WEB;P 08/12;Serviços Consulta Web;2018;778;4210317;O;REGULATÓRIO;Consultoria;VALIDEINFO WEB;;I7 NÚCLEO;13.342.264/0001-75;2108;ATIVO;LANÇADO; 176,20 
;2025;ago;04/08/25;04/08/25;20/09/25;CONTRATO;SUPERI - G8NET - I7;P 08/12;Serviço de Internet;18202;1008;4210508;O;CONECTIVIDADE;Internet;SUPERI TELECOM LTDA;;I7 NÚCLEO;10.455.507/0001-93;9241;ATIVO;LANÇADO; 1.700,00 
;2025;jul;23/07/25;23/07/25;06/09/25;CONTRATO;PGT SOLUCOES;P 03/09;Extensibilidade - P 03/09;4294;1448;9010103;P;SAPHE IMPLANTACAO;Consultoria SAP;PGT SOLUCOES COM E SERV MATERIAIS DE INFORMATICA LTDA;Consultoria;I7 NÚCLEO;08.296.255/0001-55;14342;ATIVO;LANÇADO; 400.000,00 
;2025;ago;04/08/25;04/08/25;20/08/25;CONTRATO;EUAX-ARTIA;P 08/12;Licença de uso Programa Artia;51636;668;4210317;O;LICENCAS SISTEMAS;Consultoria Software;EUAX - ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA;;I7 NÚCLEO;17.400.505/0001-46;1354;ATIVO;LANÇADO; 588,00 
;2025;ago;05/08/25;05/08/25;15/08/25;CONTRATO;UNE TELECOM - ANAPOLIS;P 12/12;Internet - Anapolis;5305;1578;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;LANÇADO; 240,00 
;2025;dez;;29/12/25;20/10/25;CONTRATO;TACHYONIX;P 12/12;Plataforma de Desenv SAP;;1744;4210317;P;SAPHE DESENVOLVIMENTO;Consultoria;TACHYONIX BRASIL LTDA;0;EQUIPLEX;56.984.003/0001-61;764057;ATIVO;ABERTO; 19.913,33 
;2025;ago;05/08/25;05/08/25;15/08/25;CONTRATO;UNE TELECOM - ANAPOLIS;P 12/12;Internet - Anapolis;6440;1578;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;LANÇADO; 360,00 
;2025;ago;05/08/25;05/08/25;15/08/25;CONTRATO;UNE TELECOM - APARECIDA;P 12/12;Internet - Aparecida;5307;1584;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;LANÇADO; 880,00 
;2025;ago;05/08/25;05/08/25;20/08/25;CONTRATO;UNE TELECOM - I7;P 12/12;Internet - I7;5372;1577;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;I7 NÚCLEO;54.263.569/0001-79;761791;ATIVO;LANÇADO; 198,00 
;2025;ago;05/08/25;05/08/25;05/09/25;CONTRATO;ACTTIVE - DOCNIX;P 08/12;Licença de uso;18349;640;4210317;O;REGULATÓRIO;Consultoria Software;ACTTIVE LTDA;Docnix - Gestão de Documentos / Garantia;EQUIPLEX;25.076.779/0001-50;21092;ATIVO;LANÇADO; 7.520,00 
;2025;ago;05/08/25;05/08/25;20/08/25;CONTRATO;UNE TELECOM - I7;P 12/12;Internet - I7;6509;1577;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;I7 NÚCLEO;54.263.569/0001-79;761791;ATIVO;LANÇADO; 297,00 
;2025;ago;05/08/25;05/08/25;29/09/25;PEDIDO;INGRAM902-HCOMPANY;Demanda;Compra de 25 notebooks;462004;83896;9010103;0;0;Consultoria;INGRAM MICRO BRASIL LTDA;;H.SOLUÇÕES;01.771.935/0010-25;902;ATIVO;LANÇADO; 7.900,00 
;2025;ago;05/08/25;05/08/25;15/08/25;CONTRATO;UNE TELECOM - APARECIDA;P 12/12;Internet - Aparecida;6441;1584;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;LANÇADO; 1.320,00 
;2025;ago;05/08/25;05/08/25;18/08/25;CONTRATO;OI - TELECOM GERAL - 0800;P 08/12;OI - 0800;17715129;956;4210309;O;CONECTIVIDADE;Telefonia;OI S.A.;;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;LANÇADO; 255,44 
;2025;ago;05/08/25;05/08/25;18/08/25;CONTRATO;OI - TELECOM GERAL - 0800;P 08/12;OI - 0800;17664301;956;4210309;O;CONECTIVIDADE;Telefonia;OI S.A.;;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;LANÇADO; 181,61 
;2025;ago;05/08/25;05/08/25;10/09/25;CONTRATO;TOTVS 01 - A42305/05;P 08/12;Datasul;1248435;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 01 - A42305/05;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.341,98 
;2025;ago;05/08/25;05/08/25;19/08/25;CONTRATO;VALCANAIA;P 08/12;Consultoria Financeira;418;999;4210317;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 16.700,00 
;2025;ago;05/08/25;05/08/25;18/08/25;CONTRATO;OI - TELECOM GERAL - 0800;P 08/12;OI - 0800;17690298;956;4210309;O;CONECTIVIDADE;Telefonia;OI S.A.;;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;LANÇADO; 269,04 
;2025;ago;;05/08/25;20/08/25;CONTRATO;SUPRIVIX;P 08/12;Locação de Impressora ES;;1518;4210318;O;CANCELADO;Consultoria;SUPRIVIX - SUPRIMENTOS DE INFORMATICA LTDA;;TRANSPLEX;08.039.907/0001-76;761004;ATIVO;ABERTO; 200,00 
;2025;ago;05/08/25;05/08/25;12/09/25;CONTRATO;VIRTOS BACKUP;P 08/12;Backup na Nuvem;34280;516;4210317;O;SEGURANCA;Consultoria;VIRTOS INFORMÁTICA LTDA;;EQUIPLEX;03.348.929/0001-02;260982;ATIVO;LANÇADO; 410,91 
;2025;ago;06/08/25;05/08/25;20/08/25;CONTRATO;TSPLUS BRASIL;P 08/12;Link Radio - Acesso Internet;3101;1531;4210317;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 5.603,60 
;2025;ago;06/08/25;06/08/25;25/08/25;CONTRATO;TOTVS - FEEDZ - AAKTII;P 08/12;FEEDZ;7049;1752;4210317;O;LICENCAS DATASUL;Consultoria Software;TOTVS TECNOLOGIA EM SOFTWARE DE GESTAO LTDA;CDU-LICENCIAMENTO OU CESSAO DE DIREITO;I7 NÚCLEO;07.577.599/0007-65;12617;ATIVO;LANÇADO; 9.377,12 
;2025;ago;06/08/25;06/08/25;17/08/25;CONTRATO;ONFLY;P 06/12;Gestão de Viagens;63583;1641;4210317;O;SISTEMA VIAGENS;Consultoria;ONFLY TECNOLOGIA LTD;Gestão de Viagens;I7 NÚCLEO;30.342.266/0001-83;76249;ATIVO;LANÇADO; 449,99 
;2025;ago;07/08/25;07/08/25;22/08/25;CONTRATO;PGT SOLUCOES;P 05/12;Onda 01 - PTC 25152 - P 05/16 - ref jul;4211;1448;9010103;P;SAPHE IMPLANTACAO;Consultoria SAP;PGT SOLUCOES COM E SERV MATERIAIS DE INFORMATICA LTDA;Consultoria;I7 NÚCLEO;08.296.255/0001-55;14342;ATIVO;LANÇADO; 408.700,00 
;2025;ago;07/08/25;07/08/25;20/08/25;CONTRATO;CONTI CONSULTORIA;P 08/12;Locação de Impressora ES;1665;991;4210317;O;SUPORTE SISTEMA RH;Consultoria;CONTI CONSULT  EM TEC DA INFORMACAO LTDA;;I7 NÚCLEO;29.318.831/0001-98;1256;ATIVO;LANÇADO; 6.907,33 
;2025;ago;07/08/25;07/08/25;29/08/25;CONTRATO;TOTVS 00 - TICKETS;P 08/12;Datasul;1252530;134;4210317;O;SUPORTE;Consultoria Software;TOTVS S.A.;TOTVS 00 - TICKETS;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.583,86 
;2025;ago;07/08/25;07/08/25;08/09/25;CONTRATO;NGR CONSULTORIA;P 08/12;Serviço de Internet;7356;1529;4210317;P;SAPHE COMEX;Consultoria Software;NGR CONSULTORIA INFORM LTDA;;I7 NÚCLEO;03.090.985/0001-81;2628;ATIVO;LANÇADO; 7.920,00 
;2025;ago;14/08/25;14/08/25;22/08/25;CONTRATO;INGRAM - OFFICE 365;P 08/12;Office 365 Licença;62411;627;4210302;O;LICENCAS MICROSOFT;Consultoria Software;INGRAM - MICROSOFT;;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 50.093,58 
;2025;ago;07/08/25;07/08/25;20/08/25;CONTRATO;ALGAR-PABX-EQUIPLEX;P 08/12;Internet-Voz;507864256;1326;4210508;O;CONECTIVIDADE;Internet;ALGAR TELECOM S/A;;EQUIPLEX;71.208.516/0103-07;12588;ATIVO;LANÇADO; 846,59 
;2025;ago;07/08/25;10/08/25;25/08/25;CONTRATO;ALLDOC;P 08/12;Locação Impressoras Mais Saude;4269;1617;4210317;O;IMPRESSORAS MAIS SAUDE;Locação;ALLDOC EQUIPAMENTOS DE INFORMATICA;;I7 NÚCLEO;02.871.012/0001-17;762093;ATIVO;LANÇADO; 720,00 
;2025;ago;08/08/25;08/08/25;22/09/25;CONTRATO;PGT SOLUCOES;P 06/16;Onda 01 - PTC 25152 - P 06/16 - ref ago;4391;1448;9010103;P;SAPHE IMPLANTACAO;Consultoria SAP;PGT SOLUCOES COM E SERV MATERIAIS DE INFORMATICA LTDA;Consultoria;I7 NÚCLEO;08.296.255/0001-55;14342;ATIVO;LANÇADO; 408.700,00 
;2025;ago;;10/08/25;10/09/25;CONTRATO;TOTVS 02 - 400003/01;P 08/12;Datasul;;134;4210317;0;0;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;ABERTO; 1.917,00 
;2025;ago;;10/08/25;10/09/25;CONTRATO;TOTVS 03 - 365084/01 - 400003/01;P 08/12;Datasul;;134;4210317;0;0;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;ABERTO; 10.596,00 
;2025;ago;;10/08/25;10/09/25;CONTRATO;TOTVS 04 - 943448/02;P 08/12;Datasul;;134;4210317;0;0;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;ABERTO; 3.887,00 
;2025;ago;;10/08/25;10/09/25;CONTRATO;TOTVS 05 - A48004/04;P 08/12;Datasul;;134;4210317;0;0;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;ABERTO; 4.839,00 
;2025;ago;;10/08/25;21/08/25;CONTRATO;SYNQ - MARCELO BRASIL;P 06/12;Prestação de Serviços;;1685;4210317;O;??????;Consultoria;SYNQ TECH SERVIOS LTDA;0;I7 NÚCLEO;50.018.997/0001-85;11608;ATIVO;ABERTO; 3.000,00 
;2025;ago;;10/08/25;10/09/25;CONTRATO;TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08;P 08/12;Datasul;;134;4210317;0;0;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;ABERTO; 5.399,00 
;2025;ago;;10/08/25;10/09/25;CONTRATO;TOTVS 07 - AACRAH/03 / AAHCQX/05 / AAIURA/03 / AAJIC9/03 / AAMBGK/02;P 08/12;Datasul;;134;4210317;0;0;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;ABERTO; 2.689,00 
;2025;ago;;10/08/25;10/09/25;CONTRATO;TOTVS 08 - AAHVOT/03;P 08/12;Datasul;;134;4210317;0;0;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;ABERTO; 1.502,00 
;2025;ago;;12/08/25;14/08/25;CONTRATO;DISCOVER;P 08/12;Serviços SAP;;1753;4210302;P;SAPHE CRM;Consultoria;DISCOVER INNVATION LAB TECNOLOGIA INFORMATICA LTDA;SAP;I7 NÚCLEO;08.669.450/0001-83;14867;ATIVO;ABERTO; 36.960,00 
;2025;ago;11/08/25;11/08/25;22/08/25;CONTRATO;CLARO - CHIP;P 08/12;Aditivo Chip;80761096;1275;4210508;O;CONECTIVIDADE;Telefonia;CLARO S.A.;;I7 NÚCLEO;40.432.544/0436-28;261010;ATIVO;LANÇADO; 47,25 
;2025;ago;11/08/25;11/08/25;20/08/25;CONTRATO;CLARO NET - HT3;P 08/12;Internet HT3;9650475;1073;4210317;O;CONECTIVIDADE HT3;Internet;CLARO NEXT TELECOMUNICAÇÕES S.A.;;I7 NÚCLEO;66.970.229/0019-96;23772;ATIVO;LANÇADO; 188,47 
;2025;ago;12/08/25;12/08/25;22/08/25;CONTRATO;APIPASS;P 08/12;Integração Fusion PBI;3855;1462;4210317;O;INTEGRACAO;Consultoria;APIPASS TECNOLOGIA S;;I7 NÚCLEO;40.146.473/0001-16;14282;ATIVO;LANÇADO; 3.500,00 
;2025;ago;12/08/25;12/08/25;27/08/25;CONTRATO;DW SERVICE;P 08/12;Loc.Impressoras e serviços;13202;1260;4210318;O;IMPRESSORSA GRUPO;Locação;DW SERVICE LTDA;;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 4.711,38 
;2025;ago;12/08/25;12/08/25;27/08/25;CONTRATO;DW SERVICE;P 08/12;Loc.Impressoras e serviços;13203;1260;4210318;O;IMPRESSORSA GRUPO;Locação;DW SERVICE LTDA;;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 2.262,60 
;2025;ago;;15/08/25;30/08/25;CONTRATO;VALCANAIA;P 08/12;Consultoria Financeira;;999;4210317;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;ABERTO; 10.500,00 
;2025;ago;;15/08/25;29/08/25;CONTRATO;VIVO - EQUIPLEX;P 08/12;NF 1 - PRINCIPAL;;1112;4210508;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;ABERTO; 1.538,00 
;2025;ago;;15/08/25;29/08/25;CONTRATO;VIVO - EQUIPLEX - MONITORA;P 08/12;NF 2 - MONITORAMENTO;;1112;4210508;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;ABERTO; 53,00 
;2025;set;;01/09/25;30/09/25;CONTRATO;PGT SOLUCOES;P 03/09;Extensibilidade - P 04/09;4294;1448;9010103;P;SAPHE IMPLANTACAO;Consultoria SAP;PGT SOLUCOES COM E SERV MATERIAIS DE INFORMATICA LTDA;Consultoria;I7 NÚCLEO;08.296.255/0001-55;14342;ATIVO;ABERTO; 400.000,00 
;2025;ago;12/08/25;12/08/25;26/08/25;CONTRATO;KAIROS SOLUTIONS;P 08/12;Consultoria SAP;34;1623;4210317;P;SAPHE  ;Consultoria;KAIROS SOLUTIONS LTDA;;I7 NÚCLEO;30.368.795/0001-56;761683;ATIVO;LANÇADO; 25.000,00 
;2025;ago;13/08/25;13/08/25;11/09/25;CONTRATO;TOTVS 19 - AAOAP4;P 01/12;Datasul;1252857;134;4210317;0;0;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.907,66 
;2025;ago;;20/08/25;04/09/25;CONTRATO;HCOMPANY-TRANSPLEX-SERV;P 02/12;Prestação de Serviços;;1212;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;ABERTO;
;2025;ago;;20/08/25;04/08/25;CONTRATO;HCOMPANY-EQUIPLEX-LOC;P 02/12;Contrato Locação - Equiplex;;1215;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;ABERTO; 345.291,00 
;2025;ago;;20/08/25;04/09/25;CONTRATO;HCOMPANY-HOSPDROGAS-SERV;P 04/12;Prestação de Serviços;;1211;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;ABERTO;
;2025;ago;;20/08/25;04/09/25;CONTRATO;HCOMPANY-EQUIPLEX-SERV;P 05/12;Prestação de Serviços;;1210;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;ABERTO;
;2025;ago;;20/08/25;15/09/25;CONTRATO;PROX-VELOMAX - TRANSPLEX-ANP;P 08/12;Acesso internet - Transplex;;1480;4210508;O;CONECTIVIDADE;Internet;PROX TELECOM LTDA;Serviços de Telefonia / Internet;TRANSPLEX;02.519.244/0001-00;10911;ATIVO;ABERTO; 239,00 
;2025;ago;;20/08/25;10/09/25;CONTRATO;SANTODIGITAL 1;P 08/12;GWS Licença;;958;4210317;O;LICENCAS GOOGLE;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;;I7 NÚCLEO;16.895.942/0001-15;261222;ATIVO;ABERTO; 1.428,00 
;2025;ago;;20/08/25;04/09/25;CONTRATO;HCOMPANY-MAIS SAUDE-LOC;P 08/12;Contrato Locação - Mais Saude;;1662;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;MAIS SAUDE;46.448.859/0001-69;11283;ATIVO;ABERTO; 5.000,00 
;2025;ago;;21/08/25;17/09/25;CONTRATO;ENTERNESS;P 08/12;Setup Easy Channel Omni;;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;ABERTO; 8.030,00 
;2025;ago;14/08/25;14/08/25;29/09/25;CONTRATO;NEOMIND - P15110/21;P 08/12;Taxa de Manutenção;22337;954;4210317;O;BPM;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 1.045,98 
;2025;ago;14/08/25;14/08/25;29/09/25;CONTRATO;NEOMIND - P3916/18;P 08/12;Licença de Uso Fusion;22338;954;4210317;O;BPM;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 3.909,32 
;2025;ago;13/08/25;10/08/25;22/08/25;CONTRATO;CLICKSIGN;P 08/12;Certificação Digital;10002;1334;4210317;O;REGULATÓRIO;Consultoria Software;CLICKSIGN GESTAO DE DOCUMENTOS S/A;;I7 NÚCLEO;12.499.520/0001-70;1385;ATIVO;LANÇADO; 308,91 
;2025;ago;;25/08/25;04/09/25;CONTRATO;VOGEL-ALGAR - EQUIPLEX;P 08/12;Serviço de Internet;;1208;4210508;O;CONECTIVIDADE;Internet;VOGEL SOL. EM TEL. E INF. S/A;;EQUIPLEX;05.872.814/0018-88;11460;ATIVO;ABERTO; 1.459,00 
;2025;ago;;29/08/25;10/09/25;CONTRATO;RTB SOLUTIONS - KARLA;P 08/12;Link Radio - Acesso Internet;;1501;4120301;O;PESSOAL;Consultoria;RTB SOLUTIONS CONSULTORIA DE NEGOCIOS LTDA;Reparos de Maq e Equipamentos;I7 NÚCLEO;17.900.623/0001-13;11589;ATIVO;ABERTO; 60.000,00 
;2025;ago;;29/08/25;10/09/25;CONTRATO;TOLEDO DE CONTI;P 08/12;Link Radio - Acesso Internet;;1558;4210317;P;SAPH GESTAO;Consultoria Software;TOLEDO DE CONTI CONSULTORIA LTDA;CONSULTORIA SAP;I7 NÚCLEO;44.766.869/0001-00;761315;ATIVO;ABERTO; 29.988,00 
;2025;set;;01/09/25;20/09/25;CONTRATO;ALLE TECNOLOGIA;P 05/12;"TC 02-25; TC 04-25; TC 06-25";;994;4210302;O;SUPORTE ERP;Consultoria Software;ALLE TECNOLOGIA LTDA ME;;I7 NÚCLEO;21.067.649/0001-08;1082;ATIVO;ABERTO; 6.076,71 
;2025;set;;01/09/25;15/09/25;CONTRATO;INTEGRATTO TECNOLOGIA;P 07/12;2 Aditivo - 05/2/25;;1492;4210317;O;SEGURANCA;Consultoria;INTEGRATTO TECNOLOGIA LTDA;;I7 NÚCLEO;14.768.262/0001-05;14894;ATIVO;ABERTO; 11.964,76 
;2025;set;;01/09/25;15/09/25;CONTRATO;UNE TELECOM - ANAPOLIS;P 12/12;Internet - Anapolis;;1578;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;ABERTO; 600,00 
;2025;set;;01/09/25;15/09/25;CONTRATO;UNE TELECOM - APARECIDA;P 12/12;Internet - Aparecida;;1584;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;TRANSPLEX;54.263.569/0001-79;761791;ATIVO;ABERTO; 2.200,00 
;2025;set;;01/09/25;15/09/25;CONTRATO;UNE TELECOM - I7;P 12/12;Internet - I7;;1577;4210508;O;CONECTIVIDADE;Internet;UNE TELECOM LTDA;;I7 NÚCLEO;54.263.569/0001-79;761791;ATIVO;ABERTO; 495,00 
;2025;set;;02/09/25;25/09/25;CONTRATO;BENNER - APC;P 09/12;Sup Tec, Inst Config Manut Programas;;1479;4210302;O;SUPORTE  LEGADOS;Consultoria;BENNER-ASSOCIAÇÃO PARANAENSE DE CULTURA;;EQUIPLEX;76.659.820/0046-53;15063;ATIVO;ABERTO; 652,20 
;2025;set;;02/09/25;17/09/25;CONTRATO;C&C COMPUTER CLOUD;P 09/12;Computação na Nuvem;;897;4210318;O;AMBINETE SISTEMAS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;ABERTO; 66.505,89 
;2025;set;;02/09/25;17/09/25;CONTRATO;CARLOS VINKLER;P 08/12;Consultoria SAP;;1633;4210317;P;CANCELADO;Consultoria SAP;CARLOS EDUARDO S VINKLER;Consultoria Servidores;I7 NÚCLEO;58.399.137/0001-40;762742;ATIVO;ABERTO; 350,00 
;2025;set;;02/09/25;17/09/25;CONTRATO;CLARO CELULAR;P 09/12;Claro Celular;;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;ABERTO; 4.500,00 
;2025;set;;02/09/25;17/09/25;CONTRATO;GLOBO SOLUÇÕES 2;P 09/12;Crachás para o DP;;1378;4210318;O;IMPRESSORAS CRACHAS;Consultoria;GLOBO LOC EQUIP IMPRESSAO LTDA;;EQUIPLEX;21.121.429/0001-07;9134;ATIVO;ABERTO; 375,00 
;2025;set;;02/09/25;17/09/25;CONTRATO;HPFS - LOCAÇÃO DESKTOP;P 09/12;Locação Desktops;;715;4210411;O;LEASING EQUIPAMENTOS;Locação;HP FIN SERV ARREND MERC;;I7 NÚCLEO;97.406.706/0001-90;1639;ATIVO;ABERTO; 25.555,50 
;2025;set;;02/09/25;19/09/25;CONTRATO;I9 TECNOLOGIA;P 09/12;Consultoria SAP;;1485;4210317;O;AMBIENTES SAP;Consultoria;I9 TECNOLOGIA DA INFORM;;I7 NÚCLEO;33.605.810/0001-20;15179;ATIVO;ABERTO; 31.584,00 
;2025;set;;02/09/25;15/09/25;CONTRATO;OI - TELECOM GERAL - 0800;P 09/12;OI - 0800;;956;4210309;O;CONECTIVIDADE;Telefonia;OI S.A.;;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;ABERTO; 290,00 
;2025;set;;02/09/25;15/09/25;CONTRATO;OPENNEW;P 09/12;Serviço de PABX em Nuvem;;1302;4210317;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;ABERTO; 3.138,40 
;2025;set;;02/09/25;15/09/25;CONTRATO;OPENNEW;P 09/12;Locação Aparelho IP;;1302;4210317;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;ABERTO; 627,40 
