;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;Ano;Mês;Dt.Lanç;Emissão;Venc;Tipo;Contrato;Parcela;Descrição;Doc;C Nr / Pedido;Conta;Op/Proj;Classificação;Categoria;Prestador;Descrição2;Estab;CNPJ;Cod Datasul;Situação;Status; Valor R$ 
;2024;mai;10/05/24;09/05/24;17/05/24;CONTRATO;GLOBO SOLUÇÕES 2;P 05/12;Crachás para o DP;17743;1378;4210318;O;IMPRESSORAS CRACHAS;Consultoria;GLOBO LOC EQUIP IMPRESSAO LTDA;Serviços de Impressão Crachás - DP, LOCACAO DE UM EQUIPAMENTO IMPRESSORA DE CARTAO PVC DA MARCA FARGO DTC 1250 SINLGE SIDE;EQUIPLEX;21.121.429/0001-07;9134;ATIVO;LANÇADO; 350,00 
;2024;mai;13/05/24;10/05/24;20/05/24;CONTRATO;JETTELECOM - I7;P 02/12;Internet - I7;630;1388;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 188,10 
;2024;mai;13/05/24;10/05/24;20/05/24;CONTRATO;JETTELECOM - I7;P 02/12;Internet - I7;413;1388;4210508;0;0;Internet;RD SERV DE TELECOM;;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 198,00 
;2024;mai;13/05/24;10/05/24;20/05/24;CONTRATO;JETTELECOM - I7;P 02/12;Internet - I7;56989;1388;4210508;0;0;Internet;RD SERV DE TELECOM;;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 108,90 
;2024;mai;10/05/24;10/05/24;17/05/24;CONTRATO;VALIDEINFO WEB;P 05/12;Serviços Consulta Web;1340;778;4210317;O;REGULATÓRIO;Consultoria;VALIDEINFO WEB;Serviços de Dados;I7 NÚCLEO;13.342.264/0001-75;2108;ATIVO;LANÇADO; 249,56 
;2024;mai;13/05/24;10/05/24;20/05/24;CONTRATO;APIPASS;Demanda;Instalação dos Serviços;2380;1462;4210317;O;INTEGRACAO;Consultoria;APIPASS TECNOLOGIA S;;I7 NÚCLEO;40.146.473/0001-16;14282;ATIVO;LANÇADO; 9.447,00 
;2024;mai;13/05/24;10/05/24;20/05/24;CONTRATO;APIPASS;P 01/12;Integração Fusion PBI;2381;1462;4210317;O;INTEGRACAO;Consultoria;APIPASS TECNOLOGIA S;;I7 NÚCLEO;40.146.473/0001-16;14282;ATIVO;LANÇADO; 2.800,00 
;2024;mai;13/05/24;12/05/24;20/05/24;CONTRATO;EUAX-ARTIA;P 05/12;Licença de uso Programa Artia - THALES;46124;668;4210317;O;LICENCAS SISTEMAS;Consultoria Software;EUAX - ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA;Referente cessao de direito de uso do programa Artia.;I7 NÚCLEO;17.400.505/0001-46;1354;ATIVO;LANÇADO; 588,00 
;2024;mai;13/05/24;13/05/24;20/05/24;CONTRATO;CLARO NET - HT3;P 05/12;Internet HT3 - THALES;6581125;1073;4210317;O;CONECTIVIDADE HT3;Internet;CLARO NEXT TELECOMUNICAÇÕES S.A.;Serviços de Internet HT3;I7 NÚCLEO;66.970.229/0019-96;23772;ATIVO;LANÇADO; 188,60 
;2024;mai;13/05/24;13/05/24;20/05/24;CONTRATO;CLICKSIGN;P 05/12;Certificação Digital - THALES;287656;1334;4210317;O;REGULATÓRIO;Consultoria Software;CLICKSIGN GESTAO DE DOCUMENTOS S/A;Plataforma de Assinaturas e Documentos;I7 NÚCLEO;12.499.520/0001-70;1385;ATIVO;LANÇADO; 249,31 
;2024;mai;13/05/24;13/05/24;22/05/24;CONTRATO;CLARO - CHIP;P 05/12;ADITIVO CHIP;62412539;1275;4210508;O;CONECTIVIDADE;Telefonia;CLARO S.A.;Serviços de Celular;I7 NÚCLEO;40.432.544/0436-28;261010;ATIVO;LANÇADO; 43,37 
;2024;mai;13/05/24;13/05/24;15/06/24;CONTRATO;CORE TELECOM;P 05/12;Locação de Firewall - THALES;4183;1064;4210317;0;0;Consultoria;CORE SERVIÇOS E INFORMATICA;Locação de Firewall;I7 NÚCLEO;11.527.773/0001-47;9488;INATIVO;LANÇADO; 988,70 
;2024;mai;13/05/24;13/05/24;21/05/24;CONTRATO;TSPLUS BRASIL;P 05/12;Link Radio - Acesso Internet - THALES;5423;1531;4210317;O;CONECTIVIDADE;Consultoria;TSPLUS BRASIL CONSULT TECN LTDA;Licenciamento Software Conexão Remota;I7 NÚCLEO;54.377.434/0001-34;9762;ATIVO;LANÇADO; 4.151,60 
;2024;mai;13/05/24;13/05/24;21/05/24;CONTRATO;FIVE VALIDATION;P 01/12;Licença softw GO5;2042;1456;4210317;0;0;Consultoria Software;FIVE VALIDATION LTDA;;EQUIPLEX;08.459.050/0001-43;0;INATIVO;LANÇADO; 2.850,00 
;2024;mai;15/05/24;14/05/24;31/05/24;CONTRATO;TOTVS 00 - TICKETS;P 05/12;Tickets;1100400;134;4210317;O;SUPORTE;Consultoria Software;TOTVS S.A.;TOTVS 00 - TICKETS;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.341,57 
;2024;mai;15/05/24;14/05/24;12/06/24;CONTRATO;TOTVS 02 - 400003/01;P 05/12;TOTVS 2 - 400003/01;1101692;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 02 - 400003/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.704,00 
;2024;mai;15/05/24;14/05/24;12/06/24;CONTRATO;TOTVS 03 - 365084/01 - 400003/01;P 05/12;TOTVS 3 - 365084/01 - 400003/01;1101727;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 03 - 365084/01 - 400003/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 10.389,29 
;2024;mai;15/05/24;14/05/24;23/06/24;CONTRATO;TOTVS 04 - 943448/02;P 05/12;TOTVS 4 - 943448/02;1101916;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 04 - 943448/02;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.886,94 
;2024;mai;15/05/24;14/05/24;20/06/24;CONTRATO;TOTVS 05 - A48004/04;P 05/12;TOTVS5 - A48004/04;1101885;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 05 - A48004/04;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.642,20 
;2024;mai;15/05/24;14/05/24;14/06/24;CONTRATO;TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08;P 05/12;TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;1101815;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 06 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 5.009,88 
;2024;mai;15/05/24;14/05/24;24/06/24;CONTRATO;TOTVS 07 - AACRAH/03;P 05/12;TOTVS7 - AACRAH/03;1101995;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 07 - AACRAH/03;EQUIPLEX;53.113.791/0017-90;325;INATIVO;LANÇADO; 2.686,85 
;2024;mai;15/05/24;14/05/24;14/06/24;CONTRATO;TOTVS 08 - AAHVOT/03;P 05/12;TOTVS 8 - AAHVOT/03;1101750;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 08 - AAHVOT/03;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 1.421,48 
;2024;mai;15/05/24;14/05/24;24/06/24;CONTRATO;TOTVS 14 - AAKFPN/01;P 05/12;TOTVS 14 - AAKFPN/01;1100401;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 14 - AAKFPN/01;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 4.830,00 
;2024;mai;16/05/24;15/05/24;12/06/24;CONTRATO;INGRAM - OFFICE 365;P 05/12;Office 365 Licença + Aditivo;2085861;627;4210302;O;LICENCAS MICROSOFT;Consultoria Software;INGRAM - MICROSOFT;Office 365 Licença;EQUIPLEX;01.771.935/0002-15;261179;ATIVO;LANÇADO; 24.209,29 
;2024;mai;16/05/24;16/05/24;03/06/24;PEDIDO;DIPS DISTRIBUIDORA;Demanda;;338605;PEDIDO;4210302;0;0;Consultoria;DIPS DISTRI DE PRODUTS ELETR LTDA;;I7 NÚCLEO;36.868.974/0001-39;8520;ATIVO;LANÇADO; 2.108,93 
;2024;mai;17/05/24;17/05/24;17/06/24;CONTRATO;TOTVS 00 - TICKETS;Demanda;Contrato PSA D000050302 / 18509098;1105670;134;4210317;O;SUPORTE;Consultoria Software;TOTVS S.A.;;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 12.095,72 
;2024;mai;20/05/24;20/05/24;17/06/24;CONTRATO;ENTERNESS;P 05/12;Gestão de Whatsapp;1333;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;Setup Easy Channel Omni;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 5.112,24 
;2024;mai;20/05/24;20/05/24;17/06/24;CONTRATO;ENTERNESS;P 05/12;Gestão de Whatsapp;1334;1271;4210317;O;WHATSAPP GRUPO;Consultoria Software;ENTERNESS COM MAQ E EQUIP INFORM LTDA;Setup Easy Channel Omni;H.SOLUÇÕES;08.348.958/0001-80;11891;ATIVO;LANÇADO; 2.190,96 
;2024;mai;28/05/24;20/05/24;15/06/24;CONTRATO;PROX-VELOMAX - TRANSPLEX;P 05/12;Acesso internet - Transplex;10904;1163;4210508;0;0;Internet;PROX TELECOM LTDA;Serviços de Telefonia / Internet;TRANSPLEX;02.519.244/0001-00;10911;INATIVO;LANÇADO; 239,00 
;2024;mai;21/05/24;21/05/24;28/05/24;CONTRATO;CARLOS DIAS (MGC);Demanda;Consultoria de Servidores;1512;980;4210317;O;SUPORTE  INFRA;Consultoria;CARLOS DIAS OLIVEIRA DOMINGUES;Consultoria Servidores;I7 NÚCLEO;11.083.929/0001-48;499;ATIVO;LANÇADO; 8.990,00 
;2024;mai;22/05/24;22/05/24;06/06/24;CONTRATO;DW SERVICE;P 05/12;Loc.Impressoras e serviços;5717;1260;4210318;O;IMPRESSORSA GRUPO;Locação;DW SERVICE LTDA;Locação de Impressoras e serviços;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 4.765,70 
;2024;mai;22/05/24;22/05/24;06/06/24;CONTRATO;DW SERVICE;P 05/12;Loc.Impressoras e serviços;5718;1260;4210318;O;IMPRESSORSA GRUPO;Locação;DW SERVICE LTDA;Locação de Impressoras e serviços;I7 NÚCLEO;08.906.780/0001-45;2266;ATIVO;LANÇADO; 753,00 
;2024;mai;05/06/24;23/05/24;05/06/24;CONTRATO;LOCAWEB;Demanda;valor original R$ 99,40 + multa;9520900;171;4210317;0;0;Internet;LOCAWEB - HOSPED INTERNET;;EQUIPLEX;02.351.877/0001-52;260134;INATIVO;LANÇADO; 130,03 
;2024;mai;23/05/24;23/05/24;29/05/24;CONTRATO;VIVO - EQUIPLEX;P 05/12;NF1 - THALES;16597380;1112;4210508;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;Serviços de Internet - EQUIPLEX;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 1.537,43 
;2024;mai;23/05/24;23/05/24;29/05/24;CONTRATO;VIVO - EQUIPLEX - MONITORA;P 05/12;NF2 - THALES;230524;1112;4210508;O;CONECTIVIDADE;Internet;TELEFONICA BRASIL S.A.;Serviços de Internet - EQUIPLEX;EQUIPLEX;02.558.157/0022-97;261618;ATIVO;LANÇADO; 52,51 
;2024;mai;23/05/24;23/05/24;31/05/24;CONTRATO;VALCANAIA;P 05/12;Consultoria Financeira;311;999;4210317;P;DATASUL;Consultoria;VALCANAIA SUPORTE EM TECNOLOGIA;Consultoria Financeira;I7 NÚCLEO;28.532.280/0001-06;8255;ATIVO;LANÇADO; 10.023,00 
;2024;mai;23/05/24;23/05/24;01/06/24;CONTRATO;LZ GESTÃO;Demanda;;35;1362;4210302;0;0;Consultoria;LZ GESTÃO DE TI LTDA;;I7 NÚCLEO;48.421.249/0001-05;11235;INATIVO;LANÇADO; 8.696,00 
;2024;mai;24/05/24;24/05/24;28/06/24;CONTRATO;NEOMIND - P15110/21;P 05/12;Licença de Uso Fusion;19808;954;4210317;O;BPM;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;Tx.Manutenção - Proposta 15110/21;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 3.752,68 
;2024;mai;24/05/24;24/05/24;28/06/24;CONTRATO;NEOMIND - P3916/18;P 05/12;Taxa de Manutenção;19809;954;4210317;O;BPM;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 997,68 
;2024;mai;24/05/24;24/05/24;01/06/24;CONTRATO;NEOMIND - P3916/18;P 05/12;Licença de Uso Fusion;19801;954;4210317;O;BPM;Consultoria Software;NEOMIND SOLUTIONS INFORMATICA LTDA;Tx.Manutenção - Proposta 3916/18;I7 NÚCLEO;08.032.121/0001-27;909;ATIVO;LANÇADO; 9.799,78 
;2024;mai;24/05/24;24/05/24;20/06/24;CONTRATO;SUPERI - G8NET - I7;P 05/12;Serviço de Internet;14960;1008;4210508;O;CONECTIVIDADE;Internet;SUPERI TELECOM LTDA;Serviços de Telefonia / Internet;I7 NÚCLEO;10.455.507/0001-93;9241;ATIVO;LANÇADO; 1.700,00 
;2024;mai;27/05/24;27/05/24;11/06/24;CONTRATO;SANTODIGITAL 1;P 05/12;GWS Licença;26945;958;4210317;O;LICENCAS GOOGLE;Consultoria Software;SANTODIGITAL DIST E CONSULT INFORM LTDA;;I7 NÚCLEO;16.895.942/0001-15;261222;ATIVO;LANÇADO; 1.848,00 
;2024;mai;27/05/24;27/05/24;03/06/24;CONTRATO;VOGEL-ALGAR - EQUIPLEX;P 05/12;Serviço de Internet;50248;1208;4210508;O;CONECTIVIDADE;Internet;VOGEL SOL. EM TEL. E INF. S/A;Serviços de Internet;EQUIPLEX;05.872.814/0018-88;11460;ATIVO;LANÇADO; 1.814,25 
;2024;mai;28/05/24;28/05/24;04/06/24;CONTRATO;HCOMPANY-EQUIPLEX-LOC;P 05/12;Contrato Locação - Equiplex - THALES;1052024;1215;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 228.626,00 
;2024;mai;28/05/24;28/05/24;04/06/24;CONTRATO;HCOMPANY-TRANSPLEX-LOC;P 05/12;Contrato Locação - Transplex - THALES;2052024;1213;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 131.354,13 
;2024;mai;28/05/24;28/05/24;04/06/24;CONTRATO;HCOMPANY-HOSPDROGAS-LOC;P 05/12;Contrato Locação - Hospdrogas - THALES;3052024;1214;4210330;O;LOCACAO EQUIPAMENTOS;Locação;H.COMPANY LTDA;Prestação de Serviços;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;LANÇADO; 168.074,87 
;2024;mai;29/05/24;28/05/24;04/06/24;CONTRATO;HCOMPANY-EQUIPLEX-SERV;P 05/12;Prestação de Serviços;49;1210;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;EQUIPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 102.180,00 
;2024;mai;29/05/24;28/05/24;04/06/24;CONTRATO;HCOMPANY-TRANSPLEX-SERV;P 05/12;Prestação de Serviços;50;1212;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;TRANSPLEX;46.448.859/0001-69;11283;ATIVO;LANÇADO; 203.050,00 
;2024;mai;29/05/24;28/05/24;04/06/24;CONTRATO;HCOMPANY-HOSPDROGAS-SERV;P 05/12;Prestação de Serviços;51;1211;4210317;O;LOCACAO EQUIPAMENTOS;Consultoria;H.COMPANY LTDA;Locação de Equipamentos de TI;HOSPDROGAS;46.448.859/0001-69;11283;ATIVO;LANÇADO; 196.260,00 
;2024;jun;04/06/24;03/06/24;15/06/24;CONTRATO;JETTELECOM - APARECIDA;P 06/12;Internet - Transplex;491;1374;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;TRANSPLEX;07.426.902/0001-33;10594;INATIVO;LANÇADO; 640,00 
;2024;jun;04/06/24;03/06/24;15/06/24;CONTRATO;JETTELECOM - APARECIDA;P 06/12;Internet - Transplex;689;1374;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;TRANSPLEX;07.426.902/0001-33;10594;INATIVO;LANÇADO; 608,00 
;2024;jun;04/06/24;03/06/24;15/06/24;CONTRATO;JETTELECOM - APARECIDA;P 06/12;Internet - Transplex;57087;1374;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;TRANSPLEX;07.426.902/0001-33;10594;INATIVO;LANÇADO; 352,00 
;2024;jun;04/06/24;03/06/24;15/06/24;CONTRATO;JETTELECOM - APARECIDA;P 06/12;Internet - Transplex;692;1374;4210508;0;0;Internet;RD SERV DE TELECOM;;TRANSPLEX;07.426.902/0001-33;10594;INATIVO;LANÇADO; 456,00 
;2024;jun;04/06/24;03/06/24;15/06/24;CONTRATO;JETTELECOM - APARECIDA;P 06/12;Internet - Transplex;494;1374;4210508;0;0;Internet;RD SERV DE TELECOM;;TRANSPLEX;07.426.902/0001-33;10594;INATIVO;LANÇADO; 480,00 
;2024;jun;04/06/24;03/06/24;15/06/24;CONTRATO;JETTELECOM - APARECIDA;P 06/12;Internet - Transplex;57095;1374;4210508;0;0;Internet;RD SERV DE TELECOM;;TRANSPLEX;07.426.902/0001-33;10594;INATIVO;LANÇADO; 264,00 
;2024;jun;03/06/24;03/06/24;13/06/24;CONTRATO;C&C COMPUTER CLOUD;P 06/12;THALES;6685;897;4210318;O;AMBINETE SISTEMAS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;Computação na Nuvem;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 54.085,25 
;2024;jun;03/06/24;03/06/24;13/06/24;CONTRATO;C&C COMPUTER CLOUD;P 06/12;THALES;6676;897;4210318;O;AMBINETE SISTEMAS;Cloud;C&C COMPUTAÇÃO E COMUN.INFORMATICA LTDA;Computação na Nuvem;I7 NÚCLEO;69.159.291/0001-61;8815;ATIVO;LANÇADO; 2.800,00 
;2024;jun;03/06/24;03/06/24;17/06/24;CONTRATO;HPFS - LOCAÇÃO DESKTOP;P 06/12;THALES;4932952;715;4210411;O;LEASING EQUIPAMENTOS;Locação;HP FIN SERV ARREND MERC;Locação de Desktops;I7 NÚCLEO;97.406.706/0001-90;1639;ATIVO;LANÇADO; 25.555,50 
;2024;jun;03/06/24;03/06/24;15/06/24;CONTRATO;CLARO CELULAR;P 06/12;THALES;3281682;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 4.417,79 
;2024;jun;03/06/24;03/06/24;15/06/24;CONTRATO;CLARO CELULAR;P 06/12;THALES;3280863;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 65,14 
;2024;jun;03/06/24;03/06/24;15/06/24;CONTRATO;CLARO CELULAR;P 06/12;THALES;8246189;968;4210309;O;CONECTIVIDADE GRUPO;Telefonia;CLARO S.A.;Serviços de Celular;EQUIPLEX;40.432.544/0436-28;261010;ATIVO;LANÇADO; 44,23 
;2024;jun;03/06/24;03/06/24;20/06/24;CONTRATO;ALLE TECNOLOGIA;P 06/12;THALES;4744;994;4210302;O;SUPORTE ERP;Consultoria Software;ALLE TECNOLOGIA LTDA ME;Gestão de Datasul;I7 NÚCLEO;21.067.649/0001-08;1082;ATIVO;LANÇADO; 800,00 
;2024;jun;03/06/24;03/06/24;20/06/24;CONTRATO;OPTIDATA - AMPLIDRIVE;P 06/12;THALES;35284;1145;4210317;O;CANCELADO;Consultoria Software;OPTIDATA LTDA;Licença de Uso Amplidrive;I7 NÚCLEO;01.687.282/0001-00;10726;INATIVO;LANÇADO; 2.073,00 
;2024;jun;03/06/24;03/06/24;17/06/24;CONTRATO;OI - TELECOM GERAL - 0800;P 06/12;OI - 0800;17103940;956;4210309;O;CONECTIVIDADE;Telefonia;OI S.A.;Serviços de Telefonia;EQUIPLEX;76.535.764/0328-51;20119;ATIVO;LANÇADO; 281,32 
;2024;jun;03/06/24;03/06/24;14/04/24;CONTRATO;OI - TELECOM GERAL - DDR;P 06/12;CONTESTADO;3062024;1006;4210309;0;0;Telefonia;OI S.A.;Serviços de Telefonia;EQUIPLEX;76.535.764/0328-51;20119;INATIVO;ABERTO; 1.180,69 
;2024;jun;03/06/24;03/06/24;14/06/24;CONTRATO;OI - TELECOM GERAL - DDR;P 06/12;CONTESTADO;3062024;1006;4210309;0;0;Telefonia;OI S.A.;Serviços de Telefonia;EQUIPLEX;76.535.764/0328-51;20119;INATIVO;ABERTO; 1.180,69 
;2024;jun;03/06/24;03/06/24;10/06/24;CONTRATO;HUB CERRADO LTDA;P 06/12;THALES;1432;1312;4210318;0;0;Aluguel;HUB DO CERRADO;Aluguel de Sala Comercial;I7 NÚCLEO;34.119.623/0001-08;12408;INATIVO;LANÇADO; 31.000,00 
;2024;jun;03/06/24;03/06/24;10/06/24;CONTRATO;GLOBO SOLUÇÕES 2;P 06/12;Crachás para o DP;17918;1378;4210318;O;IMPRESSORAS CRACHAS;Consultoria;GLOBO LOC EQUIP IMPRESSAO LTDA;Serviços de Impressão Crachás - DP, LOCACAO DE UM EQUIPAMENTO IMPRESSORA DE CARTAO PVC DA MARCA FARGO DTC 1250 SINLGE SIDE;EQUIPLEX;21.121.429/0001-07;9134;ATIVO;LANÇADO; 350,00 
;2024;jun;03/06/24;03/06/24;12/07/24;CONTRATO;VIRTOS BACKUP;P 06/12;Backup na Nuvem;29496;516;4210317;O;SEGURANCA;Consultoria;VIRTOS INFORMÁTICA LTDA;Backup na Nuvem;EQUIPLEX;03.348.929/0001-02;260982;ATIVO;LANÇADO; 360,00 
;2024;jun;04/06/24;04/06/24;08/06/24;PEDIDO;SND DISTRIBUIÇÃO;Demanda;02 Tablets para RH;247592;69511;4210317;0;0;Consultoria;SND DISTRIBUIÇÃO DE PRODUTOS DE INFORMATICA S.A.;;EQUIPLEX;02.101.894/0016-18;8398;ATIVO;LANÇADO; 4.178,00 
;2024;jun;04/06/24;04/06/24;12/06/24;CONTRATO;GEORGELLIS;Demanda;Acompanhamento de Contratos;64;1365;4210317;O;CANCELADO;Consultoria;NUCLEO ASSESSOIA EMPRESARIAL;Domínio;I7 NÚCLEO;30.025.669/0001-07;2414;INATIVO;LANÇADO; 7.120,00 
;2024;jun;04/06/24;04/06/24;15/06/24;CONTRATO;OPENNEW;P 06/12;Telefonia-PABX;2490;1302;4210317;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;Serviços de PABX NET;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;LANÇADO; 600,00 
;2024;jun;04/06/24;04/06/24;17/06/24;CONTRATO;VALIDEINFO WEB;P 06/12;Serviços Consulta Web;1367;778;4210317;O;REGULATÓRIO;Consultoria;VALIDEINFO WEB;Serviços de Dados;I7 NÚCLEO;13.342.264/0001-75;2108;ATIVO;LANÇADO; 150,00 
;2024;jun;04/06/24;04/06/24;13/06/24;CONTRATO;APIPASS;P 02/12;Integração Fusion PBI;2443;1462;4210317;O;INTEGRACAO;Consultoria;APIPASS TECNOLOGIA S;;I7 NÚCLEO;40.146.473/0001-16;14282;ATIVO;LANÇADO; 2.800,00 
;2024;jun;04/06/24;04/06/24;15/06/24;CONTRATO;OPENNEW;P 06/12;Telefonia-PABX;2491;1302;4210317;O;CONECTIVIDADE;Telefonia;OPENNEW TELECOMUNICACOES;Serviços de PABX NET;EQUIPLEX;20.733.925/0001-59;12223;ATIVO;LANÇADO; 3.000,00 
;2024;jun;07/06/24;05/06/24;20/06/24;CONTRATO;JETTELECOM - I7;P 05/12;Internet - I7;541;1388;4210508;0;0;Internet;RD SERV DE TELECOM;Comunicação Equiplex / Transplex;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 198,00 
;2024;jun;07/06/24;05/06/24;20/06/24;CONTRATO;JETTELECOM - I7;P 05/12;Internet - I7;752;1388;4210508;0;0;Internet;RD SERV DE TELECOM;;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 188,10 
;2024;jun;07/06/24;05/06/24;20/06/24;CONTRATO;JETTELECOM - I7;P 05/12;Internet - I7;57268;1388;4210508;0;0;Internet;RD SERV DE TELECOM;;I7 NÚCLEO;07.426.902/0001-33;12817;INATIVO;LANÇADO; 108,90 
;2024;jun;05/06/24;05/06/24;05/07/24;CONTRATO;SETI - I7;P 06/12;THALES;59753;1020;4210317;O;CONECTIVIDADE;Consultoria;SETI SEG E TECNOLOGIA INTERNET LTDA;Servidor Proxy Cloud;I7 NÚCLEO;05.348.924/0001-05;9268;ATIVO;LANÇADO; 1.588,74 
;2024;jun;05/06/24;05/06/24;13/06/24;PEDIDO;LUCILENE;Demanda;Puff Sala SAP;703;70163;4210317;0;0;Consultoria;LUCILENE SOUZA DE ALMEIDA;;EQUIPLEX;14.028.688/0001-22;12623;ATIVO;LANÇADO; 1.000,00 
;2024;jun;05/06/24;05/06/24;16/06/24;PEDIDO;LAR REFRIGERAÇÃO;Demanda;Geladeira sala SAP;6148;70164;4210317;0;0;Consultoria;GRIMALDO - (LAR REFRIGERAÇÃO LTDA);;EQUIPLEX;26.446.959/0001-49;5693;ATIVO;LANÇADO; 1.749,00 
;2024;jun;06/06/24;05/06/24;22/06/24;CONTRATO;TOTVS 01 - A42305/05;P 06/12;THALES;;134;4210317;0;0;Consultoria Software;TOTVS S.A.;TOTVS 01 - A42305/05;EQUIPLEX;53.113.791/0017-90;325;ATIVO;LANÇADO; 3.345,95 
;2024;jun;06/06/24;06/06/24;20/06/24;CONTRATO;ALGAR-PABX-EQUIPLEX;P 06/12;Internet-Voz;5062024;1326;4210508;O;CONECTIVIDADE;Internet;ALGAR TELECOM S/A;Serviços de Internet;EQUIPLEX;71.208.516/0103-07;12588;ATIVO;LANÇADO; 819,67 
;2024;jun;06/06/24;06/06/24;24/06/24;CONTRATO;FEEDZ;P 06/12;CDU-Licenciamento;53745;1333;4210317;O;LICENCAS SISTEMAS RH;Consultoria Software;FEEDZ TECNOLOGIA LTDA (SUBST 1316);CDU-LICENCIAMENTO OU CESSAO DE DIREITO;I7 NÚCLEO;30.457.205/0001-61;12617;ATIVO;LANÇADO; 8.160,00 
;2024;jun;;06/06/24;22/01/25;CONTRATO;ALGAR-PABX-EQUIPLEX;P 06/12;Internet-Voz;;1326;4210508;O;CONECTIVIDADE;Internet;ALGAR TELECOM S/A;;EQUIPLEX;71.208.516/0103-07;12588;ATIVO;ABERTO; 846,59 
